jp,cn,kr,en
案の定、ユエナは首を傾げていた。,不出所料，由依奈疑惑地歪了歪头。,아니나 다를까 유에나는 고개를 갸우뚱하고 있다.,
「少年、なぜ止めるんだ」,“少年，怎么不继续说了？”,"「소년, 어째서 멈추는 거지.」",
「え、なんか偉そうに話しすぎたな、と。あと専門用語ばっかりだったなあと」,“呃，我在想自己会不会太装模作样了，而且全是专业术语。”,"「그게, 너무 잘난 척 말이 많았다 싶어서요. 그리고 전문 용어밖에 없어서.」",
「いったろう、わたしは君の話を聞くのが好きだと、なあユエナくん？」,“我不是说了我喜欢听你讲故事吗，对吧，由依奈？”,"「말하지 않았나. 나는 네가 이야기해 주는 것을 좋아한다고. 그렇지, 유에나 군?」",
「うん。ともき、なんで話すのやめたの？」,“嗯，智纪，你怎么不继续说了？”,"・「응. 토모키, 왜 말하다 멈췄어?」",
「ユエナが首を傾げたから、専門用語使いすぎたなあって思ったんだけど……」,“看到你歪着脑袋，我才怀疑自己是不是用太多专业术语了……”,「유에나가 고개를 갸웃거리길래 전문 용어를 너무 많이 쓴 것 같아서…….」,
ユエナが首をふる。,由依奈摇摇头。,유에나가 고개를 흔든다.,
「違う、ともきが話すのやめたの、不思議に思っただけ」,“不是的，我只是好奇你为什么不继续说了。”,"・「아니야. 토모키가 말을 멈춰서, 이상하게 생각했을 뿐이야.」",
「わたしもともきが話すの、好き」,“我也喜欢听你讲故事。”,"・「나도 토모키가 이야기하는 거, 좋아.」",
「ふふっ」,“呵呵。”,「후훗.」,
先輩がうんうんと頷きながら笑う。,学姐笑着连连点头。,선배님이 힘차게 고개를 끄덕이며 웃는다.,
「なんか、そう言われると恥ずかしくて話しづらいです」,“听你们这么一说感觉好难为情，我都不好意思继续说了。”,「그렇게 말하니까 부끄러워서 얘기하기 힘드네요.」,
「そうか。なら少年が恥ずかしさから戻ってくるまで待つとしよう」,“这样啊，那我们就等你平复心情吧。”,「그렇군. 그럼 소년이 원 상태로 돌아올 때까지 기다리자.」,
「ところでユエナくん。一つ聞いてもよいだろうか」,“对了，由依奈，我能问你一个问题吗？”,「그런데 유에나 군. 하나 물어봐도 되겠나.」,
「ん？」,“嗯？”,「응?」,
「今更なんだが、君はどうしてここに？」,“虽然现在才问有些晚了，可你为什么会在这里？”,"「새삼스럽지만, 넌 어쩌다 이곳에 왔지?」",
ぼくは「あ……」と声をもらす。,我轻轻叫出了声。,나는 「아…….」하고 숨을 흘렸다.,
ぼくもずっと気になっていたので、そのことは聞きたかった。,这个问题我也一直很好奇。,그렇지 않아도 궁금해서 물어보고 싶었다.,
「たまたま」,“凑巧。”,「어쩌다 보니.」,
「ふふ、偶然か」,“呵呵，是偶然啊。”,"「후후, 우연인가.」",
なにも答えになっていないのに、先輩は笑って納得した表情をしている。,这根本算不上是回答，学姐却笑着接受了她的解释。,정상적인 답변이 아닌데도 선배님은 납득했다는 얼굴로 웃었다.,
「ともきが」,“智纪。”,「토모키가.」,
「ぼく？」,“我怎么了？”,「나?」,
「ともきが、遠花火を教えてくれた」,“智纪告诉了我空焰火的知识。”,"「토모키가, 별꽃을 가르쳐줬어.」",
「ほぅ」,“嚯？”,「호오.」,
「な、なりゆきで」,“凑、凑巧聊到那个话题而已。”,"「어, 어쩌다 보니.」",
ユエナはまっすぐ夜空を眺めながら呟く。,由依奈直直望向夜空。,유에나가 밤하늘을 똑바로 올려다보며 중얼거린다.,
「ここから、ボクも見てみようと思った」,“我也想从这里看一看。”,"「여기서, 나도 보려고 했어.」",
その声は少しだけ悲しそうに聞こえた。,她的声音有些悲伤。,그 목소리는 어딘지 모르게 슬프게 들렸다.,
先輩は一瞬だけ驚いたような顔をして、またすぐに元にもどす。,学姐有一瞬间露出了惊讶的表情，但很快又恢复了正常。,선배님은 순간 놀란 듯한 표정을 짓더니 금세 원래대로 돌아왔다.,
「ふむ、よい考えだ。この辺りは田舎だからな、あまり高い建物はないだろうからせっかくの遠花火が遮られるということはないだろう。まあ山は多いが」,“嗯，很好的想法。这里是乡下，基本没有高层建筑，所以也不会遮住难得一见的空焰火。虽然山是挺多的”,"「흠, 좋은 생각이다. 이곳은 시골이라 건물도 그리 높지 않아 별꽃이 가려지는 일은 없겠지. 산은 많지만 말이야.」",
「ところでもう一つユエナくん」,“话说回来，我还有一个问题，由依奈。”,"「그리고 또 하나, 유에나 군.」",
「ん？」,“嗯？”,「응?」,
「ここへは、どうやってきたんだ？」,“你是怎么进来天台的？”,"「이곳은, 어떻게 들어왔지?」",
「あ、たしかに。鍵もしまってたと思うけど」,“啊，对哦，门明明锁起来了。”,"「아, 그러네요. 자물쇠도 잠겨 있었을 텐데.」",
先輩はたしかに屋上の鍵をあけた。それはつまり閉まっていたということ。,学姐是开了锁才进来的，也就是说之前门一直锁着。,들어오기 전에 선배님이 옥상 열쇠를 열었다. 그 말은 곧 닫혀 있었다는 뜻이다.,
もしやユエナも屋上の鍵を持っていて、わざわざ鍵を閉めたのだろうか。,难道由依奈也有天台的钥匙，而且进来之后特地上了锁？,"혹시 유에나도 옥상 열쇠를 갖고 있어서, 들어온 후에 문을 잠근 것은 아닐까.",
「のぼってきた」,“爬上来的。”,「올라서 왔어.」,
なにをだろう、壁を？,爬上来的？爬墙吗？,"올라서 왔다니, 벽을?",
いや、そんなわけがない。階段のことだろう。,不可能吧，应该是说爬楼梯。,"아니, 그럴 리 없다. 계단 얘기겠지.",
「詩乃」,“诗乃。”,「우타노.」,
「どうした？」,“什么事？”,「왜 그러지?」,
ユエナはあれこれ考えるぼくらを無視して望遠鏡を指さす。,由依奈没有理会正在胡思乱想的我，指了指望远镜。,유에나는 이것저것 고민하는 우리를 무시하고 망원경을 가리켰다.,
「ふふ……。うむ、使うとしようか」,“呵呵……嗯，开始用望远镜吧。”,"「후후……. 그래, 사용해 볼까.」",
「うんっ」,“嗯。”,「응!」,
先輩が立ち上がり、ユエナもそれにつづく。それで話は終わってしまった。,学姐站起身子，由依奈跟了上去。话题到此结束。,선배가 일어서자 유에나도 따라간다. 이야기는 그대로 끝나버렸다.,
ぼくらもユエナも、本来なら入れない、入っていけない屋上にいるのだから好んで話せることではないと分かるので深く追求はしないでおく。,我们三人本来都应该无法进入天台，也不可以进入天台。所以我们能够理解由依奈有些不方便说的秘密，就不多加追问了。,"원래라면 유에나는 물론이고 우리도 들어올 수 없는, 들어와선 안 되는 곳이다. 굳이 화제로 삼을 만한 일은 아니기에 더 깊이 파고들지 않았다.",
先輩は望遠鏡を少しだけいじって、,学姐摆弄了一下望远镜。,선배님은 망원경을 잠시 만지작거리고는,
「ユエナくん、みてみたまえ」,“由依奈，你来看看吧。”,"「유에나 군, 한번 보도록.」",
ユエナはこくりとうなずいて、接眼レンズを覗き込む。,由依奈点点头，将眼睛贴在目镜上。,유에나는 고개를 끄덕인 뒤 접안렌즈를 들여다보았다.,
「……」,“……”,「…….」,
ユエナが声にならない声をあげて、,她轻轻叫出了声。,유에나가 소리 없이 감탄을 흘리며,
「きれい……まぶしい……」,“真美……好耀眼啊……”,「예뻐……. 눈부시다…….」,
そう感想を呟いた。,由依奈抒发着自己的感想。,소감을 읊조렸다.,
「ふふ、無論だとも」,“呵呵，那当然了。”,"「후후, 그렇고말고.」",
「昔親に買ってもらったことがあってな、とにかく使い方を覚えたくて頑張ったんだ、だから調整は完璧だ」,“这是我父母以前买给我的，我努力学习了使用方法，所以调整得完美。”,"「옛날에 부모님이 사 주신 게 있는데, 아무튼 사용법을 익히고 싶어서 노력했거든. 그러니 조정은 완벽할 거야.」",
先輩が得意気にして、腕を胸の前で組む。,学姐得意洋洋地抱臂摆在胸前。,선배님이 자랑스럽게 팔짱을 낀다.,
そんな二人の姿を、ぼくは後ろから眺める。,我从后面看着她们。,나는 두 사람의 모습을 뒤편에서 지켜본다.,
「あ……」,“啊……”,「아…….」,
少しだけ、ぼくが時折みるあの夢に似ていた気がした。,感觉这一幕与我偶尔会梦到的景象有些相似。,"아주 조금, 내가 가끔씩 꾸는 그 꿈과 비슷하다는 느낌이 들었다.",
場所も、人も、まるで違うのに、ただ誰かと見る夜空という空気が、ぼくには強烈に、生々しく、懐かしいと思わせる。,地点和人物都截然不同，但与他人一同欣赏夜空令我感到了强烈的怀念，仿佛跃然眼前。,"장소도 사람도 전혀 다르건만 그저 누군가와 밤하늘을 보고 있다는 이 분위기가, 나에게 강렬하고 생생한 그리움을 불러일으킨다.",
「ともき」,“智纪。”,「토모키.」,
遠くでユエナが呼んでいる。,由依奈从远处叫了我一声。,멀리 앞에서 유에나가 나를 부른다.,
「きて」,“过来。”,「이리 와.」,
ひらひらと手招きする。,她招了招手。,살랑살랑 손짓한다.,
