jp,cn,kr,en
突然呼ばれたユエナが驚く。,突然被叫到的由依奈吓了一跳。,갑자기 이름이 불려 유에나가 놀란다.,
先輩は腕を組んで、ふふんと笑った。,学姐笑嘻嘻地抱着胳膊。,선배님은 팔짱을 끼고 후후 웃었다.,
「我々言の葉サークルは、これよりユエナくんの歓迎会を行う」,“现在，我们茶言阅社要举行由依奈的欢迎会。”,「우리 말소리 서클은 지금부터 유에나 군 환영회를 열 거다.」,
先輩がちょいちょいとホワイトボードを指さす。,学姐伸出手指指着白板。,선배님이 화이트보드를 가리킨다.,
「あっ」,“啊。”,「앗.」,
ホワイトボードにはいつのまにか、『新入部員歓迎会』と書かれていた。,白板上不知什么时候写上了“新社员欢迎会”这几个字。,화이트보드에는 어느새 『신입 부원 환영회』라고 쓰여 있었다.,
そのすぐ下に、ようこそユエナくんと書かれ、最重要のマグネットが貼られている。,这几个字下面写着“欢迎由依奈”，而且贴上了“最重要”的磁贴。,바로 밑에는 「환영한다 유에나 군」이라 쓰였고 중차대 자석이 붙어 있다.,
ぼくらが紙を貼り付けている間に、いつのまにか、ならではボードに加筆していたようだ。,在我们出去贴纸的这么一小会儿就写上了啊。,우리가 벽보를 붙이는 사이에 전용 보드에 글귀를 추가한 모양이었다.,
「なるほど、いいですね！　歓迎会！」,“原来如此，是个好主意啊！欢迎会！”,"「그렇네요, 좋아요! 환영회!」",
「だろう？」,“是吧？”,「그렇지?」,
「歓迎会？」,“欢迎会？”,「환영회?」,
ユエナが首を傾げる。,由依奈歪着头。,유에나가 고개를 기울인다.,
「ああ。ユエナくんがここへきてくれたことへの感謝と、これから共に楽しい学校生活でも送ろうじゃないか、という会だよ」,“没错。作为由依奈来这里的感谢，以及预祝我们一起度过一段快乐的校园生活的活动。”,「그래. 유에나 군이 이곳으로 와 준 것에 대한 감사와 앞으로 함께 즐거운 학교 생활을 보내자는 의미의 모임이야.」,
「ボクがきてくれて、嬉しい？」,“我来了，很开心？”,"「내가 와 줘서, 좋아?」",
「ああ、無論だとも。わたしは感謝しているよ」,“嗯，那是当然。我可是很感激的。”,"「그래, 물론이고말고. 나는 감사하고 있어.」",
「もちろんぼくもだよ、ユエナ」,“当然我也是，由依奈。”,"「물론 나도야, 유에나.」",
「詩乃、ともき……」,“诗乃，智纪……”,"「우타노, 토모키.…….」",
ユエナはうつむいた。,由依奈低着头。,유에나가 고개를 떨구었다.,
こういう時どういう表情をすればいいか、なんて言えばいいか、ぼくにも分からない。,我也不知道这个时候该露出什么样的表情、该说些什么。,"이럴 때 어떤 표정을 지어야 좋을지, 뭐라고 말해야 좋을지, 나는 잘 모르겠다.",
ユエナは「そう……」と小さく呟いて、,“是么……”由依奈轻轻嘟哝了一声。,유에나는 「그래…….」하고 작게 중얼거린 뒤,
「へんなのっ」,“好奇怪。”,「이상해!」,
儚く美しい表情で、ユエナは微笑んだ。,露出了一个飘渺而美丽的微笑。,"더없이 아름다운 표정으로, 유에나가 미소 짓는다.",
「よし、それならば早速行くとしようじゃないか」,“好，那我们就赶快出发吧。”,「좋아. 그렇게 됐으니 어서 가지 않겠나.」,
「行くって、どこにいくつもりで？」,“出发？你打算去哪？”,"「간다니, 어디로 가시려고요?」",
ぼくも鞄をもつ。,我也拿起书包。,나도 가방을 든다.,
「ユエナくんといえば、の場所だよ」,“说起由依奈，就能够想到的地方呀。”,"「유에나 군과 간다고 하면, 그곳이지.」",
「わたし？」,“我？”,「나?」,
先輩は何も言わず、片目をパチッと瞬かせて、部室をでていった。,学姐没再说什么，只是单眼眨了一下然后走出了活动室。,선배님은 아무 말도 하지 않고 한쪽 눈을 찡긋하고 부실을 나섰다.,
「なんだろ？」,“什么呀？”,「뭐지?」,
「わからない。でも、楽しみ」,“不知道。不过好期待。”,"「모르겠어. 그래도, 즐거워.」",
ぼくらは目を見合わせた。,我和由依奈对视了一下。,우리는 시선을 교환했다.,
そして笑う。,然后笑了起来。,그리고 웃었다.,
ぼくらも部室を出る。鍵はかからないけど、扉はしめておく。,我们也走出活动室。因为锁坏了，我们只能把门掩上。,부실을 나선다. 자물쇠는 잠글 수 없지만 문은 확실히 닫아 놓는다.,
「先輩、ちょっと待ってください」,“学姐，等等我。”,"「선배님, 기다려 주세요.」",
すぐに追いかける。,赶忙追了上去。,곧바로 뒤따른다.,
「詩乃〜」,“诗乃～”,「우타노~」,
「あ、ユエナ飛んじゃだめ！」,“啊，由依奈，不可以飞！”,"「아, 유에나! 날면 안 돼!」",
ふわふわ浮かび始めたユエナを必死にとめる。,我拼命阻止了开始飘起来的由依奈。,둥실둥실 뜨기 시작한 유에나를 황급히 말린다.,
危ない、もし誰かに見られていたら説明ができない。,好险，要是被什么人看到可就没法解释了。,누군가 본다면 큰일이 날 것이다.,
「え〜」,“哎～？”,「에~」,
ユエナに不満そうな顔をされるも、ぼくは「だめ」と強く言っておく。,由依奈一脸不满，但我还是强硬地表示阻止。,유에나가 불만스럽게 얼굴을 찌푸려도 나는 「안 돼.」하고 강하게 말했다.,
「ん、わかった」,“嗯，好吧。”,"「응, 알았어.」",
どうやらすぐに分かってくれたようだ。,看来她很快就理解了。,다행히 이해해 준 모양이다.,
若干不満そうな顔は治らなかったけれど。,但脸上还是带着几分不满。,불만스러운 표정은 조금 남았지만.,
「はやくきたまえー」,“你们快点。”,「어서 오도록ー」,
階段の下で先輩が呼んでいる。,走下楼梯的学姐呼唤着我们。,계단 밑에서 선배님이 부른다.,
果たして先輩はぼくらをどこへ連れていくつもりなのだろうか。,学姐到底打算带我们去哪呢？,과연 선배님은 우릴 어디로 데려갈 셈일까.,
ただぼくらは先輩についていく。,我们就这么跟在学姐后面。,우리는 아무것도 모른 채 그냥 선배님을 따라간다.,
そしてぼくは、着いた場所であるものを見て、「なるほど」と呟くことになった。,最后看着目的地的某样东西，我这才恍然大悟。,그리고 나는 마침내 도착한 곳에서 「그렇구나.」하고 감탄했다.,
「なるほど」,“原来如此。”,「그렇구나.」,
ぼくは目の前の光景をみて、そう呟かざるを得なかった。,看着眼前的情景，我自然而然地这么说着。,나는 눈앞에 펼쳐진 광경을 보고 그렇게 중얼거릴 수밖에 없었다.,
「そういうことだ」,“就是这么回事。”,「바로 이거다.」,
先輩がふふんと胸を貼る。,学姐骄傲地挺着胸。,선배님이 자랑스럽게 가슴을 편다.,
「どうだ、ユエナくん。これが――」,“怎么样，由依奈？这就是——”,"「어떠냐, 유에나 군. 이것이――」",
「パフェテロだ」,“芭菲突击！”,「파르페테러다.」,
「おぉっ……」,“哦哦……”,「오오…….」,
ユエナはテーブルの上に置かれたいくつものパフェを前に、瞳を輝かせている。,由依奈两眼放光地看着摆在眼前的芭菲。,유에나가 테이블 위에 놓인 여러 가지 파르페를 보며 눈동자를 빛낸다.,
「ほ、本当にパフェテロだ……パフェのテロだ」,“真、真的是芭菲突击啊……芭菲围上来了”,"「지, 진짜 파르페테러네……. 파르페의 테러야.」",
テーブルをうめつくす勢いで置かれたパフェに、ぼくは見ているだけで胸焼けしそうになる。,满满一桌子都是芭菲。我看着都觉得甜得齁嗓子。,파르페가 테이블을 가득 채울 듯 기세등등하다. 나는 보는 것만으로도 가슴팍이 시리는 것 같았다.,
「だろう？」,“是吧？”,「그렇지?」,
先輩が胸をはる。,学姐很是自豪的样子。,선배님도 기세등등하다.,
「大丈夫ですか？　こんなに……」,“没问题吗？这么多……”,「괜찮은 건가요? 이렇게나 많이…….」,
「なに、お金の心配はするな。もちろんわたしが奢る。先ほどの反省も兼ねて、あとは部長として先輩として」,“怎么？钱的话不用担心。当然是我请客。作为社长、作为学姐，也兼做刚才的反省。”,"「그럼. 돈 걱정은 하지 마라. 물론 내가 살 거다. 조금 전 일의 반성을 겸해서, 그리고 또 부장이자 선배로서.」",
これから反省とはそういうことらしい。,看来是指刚才说的“接下来”反省。,이제부터 반성하겠다는 말은 이거였나.,
ならありがたく、ごちそうになろう。,既然这样，那我承蒙她的好意了。,그렇다면 감사히 먹도록 하자.,
「それはごちそうさまです」,“那我就不客气了。”,「그럼 잘 먹겠습니다.」,
「でも本当にこれだけ食べれるんですか！？」,“不过，这么多真的吃得完吗？”,「그런데 정말 다 먹을 수 있나요!?」,
テーブルにはパフェ、パフェ、パフェ、パフェ、パフェ、パフェ、パフェ。,桌子上是芭菲、芭菲、芭菲、芭菲、芭菲、芭菲和芭菲。,"테이블에는 파르페, 파르페, 파르페, 파르페, 파르페, 파르페, 파르페.",
