number,jp,cn,kr,en
1012,「由依奈ちゃん、おっはー」,“由依奈，早安。”,"「유에나, 하이ー」",
1013,「おは……よ……」,“早上……好……”,「안……녕…….」,
1014,「めっちゃ眠そうだね！」,“你好像很困啊。”,여자1「엄청 졸려 보여!」,
1015,「うん……眠い、ともきが」,“嗯……好困。智纪他……”,"「응……. 졸려, 토모키가.」",
1016,「ええ！　智紀くんがなんだって！？」,“哎！智纪同学怎么了？！”,여자2「뭐어! 토모키 군이 뭐라고!?」,
1017,「寝かせて、くれなかった……」,“他不让我睡觉……”,"「자꾸 못 자게, 만들어서…….」",
1018,「きゃぁぁあああ！！」」,“呀～～～～～～！！”,여자1・2「「꺄아아아아아!!」」,
1019,黄色い歓声が教室に響く。,教室内回响着女生们的尖叫声。,새된 환성이 교실에 퍼진다.,
1020,ちなみにユエナの声もちゃんと聞こえていた。,由依奈刚才的回答我也听到了。,물론 유에나의 목소리도 똑똑히 들렸다.,
1021,誤解されるような言い方をするな！,别用这种容易招人误会的说法啊！,오해 살 만한 식으로 말하지 마!,
1022,と言ってもよかったが、ぼくはもう何も聞こえなかったフリをして、机に突っ伏したままでいる。,我本来可以这样当场呵斥，但还是决定没有听见，继续趴在桌上休息。,"라고 말했으면 좋았겠지만, 나는 아무것도 듣지 못한 척하며 책상에 엎드려 있다.",
1023,「それに寝かせてくれなかったのは、ぼくの方と言うか……先輩もだし」,“而且不让她睡觉的人……学姐也有份啊。”,"「아니, 내가 할 말인데……. 못 자게 한 거야 선배님도 마찬가지고.」",
1024,「なあ」,“我说。”,「야.」,
1025,「……」,“……”,「…….」,
1026,無視。,我不予理会。,무시.,
1027,「なんかあった？」,“发生什么事了吗？”,「무슨 일 있었는데?」,
1028,「後で言うよ。あと、ユエナの言っていることはたいてい間違っているから、聞かなくていいよ」,“回头再跟你说。还有啊，由依奈说的话基本都是错的，你不用听她胡说。”,"「나중에 말할게. 그리고 유에나가 하는 말은 대체로 틀린 것들이니까, 안 들어도 돼.」",
1029,「くっくっくっ」,“哼～哼～哼～”,「큭큭큭.」,
1030,航生は笑いながら、ぼくの背中をバシッと叩いていった。,航生笑着用力拍了一下我的后背。,코세이가 웃으며 내 등을 팍 때리고 갔다.,
1031,四限目　国語,第四节课，语文。,4교시 국어,
1032,「はい、始めるわよ」,“好，上课了。”,"「자, 시작할게.」",
1033,椿木先生が教室に入ってきて授業が始まる。,椿木老师走进教室，开始上课。,츠바키 선생님이 교실에 들어오며 수업이 시작된다.,
1034,「教科書、58ページを開いてね」,“翻开课本58页。”,「교과서 58 페이지를 열어 보자.」,
1035,教壇で先生をやっている椿木先生を見ながら、教科書を開く。,我看着讲台上的椿木老师，动手翻开了课本。,교단에서 선 츠바키 선생님을 바라보며 교과서를 펼친다.,
1036,「ふぁ…」,“呼啊……”,「하….」,
1037,あくびがでそうになった口を慌てて抑える。,我急忙捂住嘴巴，强忍住了哈欠。,하품이 나올 듯해 서둘러 입을 막는다.,
1038,危ない危ない。よりにもよってこの人の授業であくびをしようものなら、きっとまた部室に来た時言われるに違いない。間違いない。,好险好险，偏偏在椿木老师的课上想打哈欠。如果被她看到，下次来活动室的时候肯定会被她训斥，我可以肯定。,"이런, 안 되지. 이 사람 수업에서 하품을 했다간 또 부실에 와서 뭐라고 할 거야. 틀림없어.",
1039,ましてや寝るのはもってのほかだ。,至于上课睡觉就更不用说了。,하물며 잠을 잘 수 있을까.,
1040,「よしっ」,“好。”,「좋아.」,
1041,眠らないようにてのひらの中心を親指で強く押す。結構痛い。,我用拇指用力按住掌心，疼得立刻清醒了过来。,잠들지 않도록 손바닥 중앙을 엄지로 강하게 누른다. 꽤 아프다.,
1042,たしかここは眠気覚ましのツボだったはず。,这里应该是驱散睡意的穴位。,아마 여기가 잠기운을 깨는 자리일 것이다.,
1043,なんていう場所だったかなと思い出そうとしていると、,正当我在回忆穴位具体名称的时候……,혈 이름이 뭐였지 생각하던 도중,
1044,「――っ！？」,“——？！”,「――응!?」,
1045,カバンの中からスマホのバイブレーションが鳴る。,包里的手机突然开始震动。,가방 속에서 스마트폰 진동이 울렸다.,
1046,やばい。,糟糕。,큰일이다.,
1047,咄嗟にぼくは体勢を変えるフリをして、椅子を持ち床をガッガッと引きずって、わざと音を出してかき消す。,我急忙装作换个坐姿，拖动椅子发出嘎吱嘎吱的声音，以此掩饰手机的震动。,"순간적으로 나는 자세를 바꾸는 척, 의자를 바닥에 탁탁 끌어 진동 소리를 지워버렸다.",
1048,「……」,“……”,「…….」,
1049,前の席の航生もこの音に気づいたのか、床をガタガタと鳴らしてかき消してくれる。,前桌的航生似乎也听到了手机震动的声音，故意踩了几下地板帮忙掩饰。,앞자리 코세이도 이 소리를 들었는지 덜컹덜컹 소음을 내 주었다.,
1050,スマホのバイブは数回で消えた。,手机震动几下后便安静下来了。,스마트폰 진동은 수차례 울렸다가 사라졌다.,
1051,椿木先生を一瞥すると、特にばれた様子はない。,我看了椿木老师一眼，她好像没有发现。,츠바키 선생님을 힐끗 쳐다보니 이상 반응은 없는 듯하다.,
1052,「ふぅ」,“呼。”,「후.」,
1053,ほっと一安心して、ぼくは航生の背中をポンと叩いた後に、,我顿时放下心来，拍了一下航生的后背。,가슴을 쓸어내린 뒤 나는 코세이의 등을 툭 건드리고,
1054,「ありがと」,“谢谢。”,「고마워.」,
1055,小声でお礼を言った。,然后小声向他道谢。,작은 소리로 감사를 표했다,
1056,「……」,“……”,「…….」,
1057,航生は振り返らず軽く手をあげる。,航生没有回头，只是轻轻抬手表示听到了。,코세이는 돌아보지 않고 가볍게 손을 들었다.,
1058,ぼくはその後、他のクラスの人にもばれていないか辺りを見回して,接着我环顾四周，观察其他同学有没有发现这边的异样。,나는 그 후 다른 학생들에게도 들키지 않았는지 주변을 둘러보다가,
1059,「……」,“……”,「…….」,
1060,「……んへ」,“……嘿嘿。”,「……으헤.」,
1061,机の下にスマホを持ったユエナと目があった。,我与在课桌下偷偷玩手机的由依奈对上了目光。,책상 밑으로 스마트폰을 든 유에나와 눈이 마주쳤다.,
1062,「……」,“……”,「…….」,
1063,ぼくはユエナと椿木先生を何度か交互に見る。,我在由依奈和椿木老师之间来回看了几眼。,나는 유에나와 츠바키 선생님을 몇 차례 번갈아 보았다.,
1064,手を下にふりさげて、鞄にしまって、という合図をユエナに送る。,然后把手放到下面挥了挥，示意由依奈把手机收进包里。,"손을 아래로 내려서, 가방에 넣어, 하는 신호를 유에나에게 보낸다.",
1065,「……？」,“……？”,「……?」,
1066,ユエナは首を傾げるばかりである。,由依奈显然没明白我的意思。,유에나는 고개를 갸웃거릴 뿐이다.,
1067,ユエナの周りの生徒、主に女子は必死にユエナがバレないように隠している気もするし、見ていないふりをしている。,她周围的同学都在拼命帮她遮掩，装作没有看到的样子，主要都是些女生。,"유에나 근처 학생, 주로 여자들은 유에나가 들키지 않게 필사적으로 숨겨 주는 것 같았다. 보지 못한 척도 하고 있다.",
1068,まあたいてい、今時の生徒は授業中にスマホを触る人は一定数いる。,不过如今上课玩手机的学生也不在少数。,하긴 수업 중에 스마트폰 만지는 학생은 몇몇 있다.,
1069,それを肯定するつもりはないけど、椿木先生みたいな、表面上淑やかで、長い期間いるわけでもない教育実習生の授業なんて正直触り放題である。,我不是想肯定这种行为，但椿木老师这样的实习教师，表面上端庄文雅，而且过一段时间就会离开我们学校，说实话她的课想怎么玩就怎么玩。,"그것을 긍정할 생각은 없지만, 츠바키 선생님처럼 겉보기에 정숙하고 오래 보지 않을 교생의 수업이라면 솔직히 마음껏 사용할 수 있다.",
1070,でも……,可是……,그래도…….,
1071,「はぁ」,“唉。”,「하아.」,
1072,まさかその生徒の一人にユエナがなるなんて。,没想到由依奈也会成为这些坏学生的一员。,설마 유에나가 그런 학생이 되다니.,
1073,今日の部活でちゃんと言っておかないといけない。,今天社团活动的时候可得训斥她几句。,오늘 동아리에서 똑바로 이야기해 둬야겠다.,
1074,ユエナのスマホは椿木先生の買ったものなのだから、この人の授業で見つかったら一発アウトだ。,由依奈的手机是椿木老师买的，如果在老师的课上被发现就完蛋了。,유에나의 스마트폰은 츠바키 선생님이 사 준 것이니까 이 사람 수업에서 들키면 단숨에 아웃이다.,
1075,きっと没収される。ユエナは泣く。……いや知らないけど。,手机肯定会被没收，由依奈也会因此哭泣……不对，还真不好说。,"반드시 몰수당할 것이다. 유에나는 울겠지. ……아니, 잘 모르겠지만.",
1076,「……んふっ」,“……嘿嘿。”,「……우훗.」,
1077,嫌な予感がした。,有种不祥的预感。,나쁜 예감이 든다.,
1078,また鞄から音が鳴る。,包里又响起了震动声。,또 가방에서 소리가 났다.,
1079,ぼくはもう一度椅子を動かして、誤魔化す。,我再次晃动椅子，掩盖手机的声音。,나는 다시 의자를 움직여 얼버무린다.,
1080,航生もまた誤魔化してくれる。,航生同样又帮了我一把。,코세이도 다시 협력해 주었다.,
